RBP	Gene Symbol	Chromesome	Strand	Exon Start	Exon End	Upstream Exon Start	Upstream Exon End	Downstream Exon Start	Downstream Exon End	ΔPSI	Upstream Motif Presence	Exon Motif Presence	Downstream Motif Presence	Upstream CLIP-seq Peak Presence	Exon CLIP-seq Peak Presence	Downstream CLIP-seq Peak Presence
XRN2	NEIL2	chr8	+	11627682	11627844	11627207	11627300	11628954	11629094	-0.32	√	×	√	×	×	×
DDX55	SSBP3	chr1	-	54723741	54723822	54717466	54717533	54747110	54747200	-0.321	×	×	×	×	×	×
DDX55	NPRL3	chr16	-	169124	169254	162620	162774	188148	188344	-0.321	×	×	×	×	×	×
DDX6	ZNF638	chr2	+	71575882	71577401	71558888	71559005	71582848	71582910	-0.321	×	√	×	×	×	×
IGF2BP2	WDR27	chr6	-	170070664	170070789	170064261	170064382	170072350	170072492	-0.321	×	×	×	×	×	×
LARP4	GUSB	chr7	-	65444372	65444528	65440838	65441189	65445210	65445396	-0.321	×	√	√	×	×	×
LARP7	PPP2R2D	chr10	+	133757471	133757501	133754085	133754198	133757598	133757649	-0.321	×	×	×	×	×	×
SRSF1	CPNE1	chr20	-	34220084	34220144	34219866	34219947	34220232	34220307	-0.321	×	×	√	√	×	√
SRSF9	WDR73	chr15	-	85189203	85189316	85188699	85189067	85189414	85189579	-0.321	√	×	×	√	×	√
SUB1	NDRG2	chr14	-	21492134	21492255	21491399	21491480	21493187	21493220	-0.321	×	×	×	×	×	×
U2AF1	AFMID	chr17	+	76201683	76201819	76201520	76201599	76202026	76202131	-0.321	√	×	×	√	√	√
U2AF1	KIF23	chr15	+	69714330	69714467	69713985	69714091	69714664	69714774	-0.321	×	√	×	×	√	√
U2AF2	DBF4	chr7	+	87517297	87517362	87516643	87516713	87525788	87525825	-0.321	×	×	×	√	√	√
DDX55	ZNF268	chr12	+	133770013	133770119	133768493	133768589	133778729	133781759	-0.322	√	×	×	×	×	×
DDX55	FAM195A	chr16	+	696471	696608	692119	692249	697416	697544	-0.322	×	×	×	×	×	×
EIF3D	PNPLA2	chr11	+	819573	819905	818901	818958	821627	821860	-0.322	×	×	×	×	√	√
LARP4	ZMIZ2	chr7	+	44789413	44789579	44788460	44788590	44795786	44795898	-0.322	×	×	×	×	×	×
LARP4	MYCBP2	chr13	-	77703290	77703365	77700452	77700677	77713330	77713471	-0.322	×	×	×	×	×	×
LARP4	MAGI1	chr3	-	65433696	65433732	65428466	65428524	65438932	65439015	-0.322	√	×	√	×	×	×
U2AF1	ABCD4	chr14	-	74759856	74759951	74759450	74759572	74761850	74761901	-0.322	×	×	×	×	√	√
HNRNPU	MAN2C1	chr15	-	75655550	75655693	75654982	75655089	75656339	75656529	-0.323	√	×	√	√	×	√
IGF2BP2	CHD6	chr20	-	40179943	40179999	40161688	40162209	40246978	40247133	-0.323	×	×	×	×	×	×
ILF3	DNMT3B	chr20	+	31393143	31393213	31390190	31390276	31394014	31394133	-0.323	√	×	√	×	×	×
PTBP1	TOP3B	chr22	-	22325351	22325433	22324581	22324778	22326248	22326323	-0.323	√	×	√	×	×	√
QKI	PLEKHA1	chr10	+	124187791	124187862	124186457	124186547	124189139	124191861	-0.323	×	×	√	×	√	√
SRSF1	ABCD4	chr14	-	74759856	74759965	74759450	74759572	74761850	74761901	-0.323	×	×	×	×	√	√
U2AF2	CENPA	chr2	+	27015369	27015701	27014998	27015108	27016012	27016194	-0.323	×	√	×	√	√	√
U2AF2	PAQR3	chr4	-	79856274	79856330	79851323	79851479	79860193	79860349	-0.323	√	×	×	√	×	√
UCHL5	RAD54L	chr1	+	46714015	46714080	46713366	46713418	46714183	46714270	-0.323	×	×	×	√	√	√
EFTUD2	CPNE1	chr20	-	34220062	34220156	34219866	34219947	34220232	34220307	-0.324	×	×	×	×	√	√
EIF4G2	CAPN10	chr2	+	241536305	241536359	241535735	241535938	241537304	241537504	-0.324	×	×	×	×	×	×
EIF4G2	KCTD20	chr6	+	36442591	36442839	36437828	36438034	36449338	36449536	-0.324	×	×	×	×	×	×
IGF2BP1	AHSG	chr3	+	186337645	186337729	186336324	186336426	186338374	186339107	-0.324	×	×	×	×	×	×
IGF2BP2	FAM222B	chr17	-	27161310	27161344	27093603	27093725	27169699	27169857	-0.324	×	×	×	×	×	×
KHSRP	VWA9	chr15	-	65899639	65899780	65897466	65897574	65903435	65903596	-0.324	×	×	√	×	√	√
NOL12	SEC13	chr3	-	10360822	10361000	10359733	10359778	10362733	10362770	-0.324	×	√	×	×	×	×
PTBP1	MAP4	chr3	-	47910703	47910817	47898920	47899002	47912302	47912595	-0.324	×	×	√	×	×	√
SRSF1	PPP1R12C	chr19	-	55623834	55623953	55614776	55614936	55624032	55624163	-0.324	√	√	×	√	√	×
U2AF2	PRPF39	chr14	+	45565626	45565961	45565305	45565431	45566089	45566208	-0.324	×	×	√	√	√	√
U2AF2	PRPF39	chr14	+	45565851	45565961	45565305	45565431	45566089	45566208	-0.324	×	×	√	√	×	√
AGGF1	GS1-124K5.12	chr7	-	66041741	66041919	66038371	66038537	66057243	66057373	-0.325	√	√	×	×	√	×
DDX55	CDKN1A	chr6	+	36645466	36645710	36644304	36644347	36651873	36652288	-0.325	×	×	√	×	×	×
FASTKD2	NHLRC3	chr13	+	39616342	39616442	39613700	39613848	39618226	39618601	-0.325	×	×	×	×	×	×
IGF2BP1	RWDD3	chr1	+	95709766	95709880	95699766	95699871	95712097	95712213	-0.325	×	√	×	×	×	×
NCBP2	HERC2P2	chr15	-	23311069	23311188	23310008	23310147	23311306	23311537	-0.325	×	×	×	√	√	×
NOL12	SLC9B2	chr4	-	103949903	103950019	103946646	103947748	103952856	103952965	-0.325	×	×	×	×	×	×
RBFOX2	IQSEC1	chr3	-	12944272	12944322	12942347	12943022	12949848	12950025	-0.325	√	×	×	√	√	√
U2AF2	FANCB	chrX	-	14887044	14887165	14882681	14883702	14891128	14891184	-0.325	×	√	√	√	√	×
U2AF2	NMU	chr4	-	56471310	56471516	56466688	56466742	56473603	56473633	-0.325	√	×	√	√	√	×
DDX55	FAM73B	chr9	+	131831116	131831254	131830476	131830611	131831354	131832213	-0.326	×	×	×	×	×	×
EIF4G2	C19orf26	chr19	-	1235310	1235389	1234999	1235144	1235499	1235564	-0.326	×	×	√	×	×	×
EIF4G2	POLL	chr10	-	103344358	103344477	103343264	103343438	103344634	103344676	-0.326	×	×	×	×	×	×
IGF2BP2	KIAA1328	chr18	+	34424181	34424265	34415196	34415339	34465519	34466367	-0.326	×	×	×	×	×	×
NOL12	HDLBP	chr2	-	242208243	242208710	242207913	242207956	242212175	242212246	-0.326	×	×	×	×	×	×
NOL12	TRIM26	chr6	-	30172432	30172535	30168811	30168915	30181081	30181196	-0.326	×	×	×	×	×	×
U2AF1	LPIN3	chr20	+	39986239	39986412	39986066	39986087	39986521	39986597	-0.326	×	√	√	√	√	√
U2AF1	METTL22	chr16	+	8728895	8728936	8722862	8722967	8729024	8729139	-0.326	√	×	×	×	√	√
U2AF1	SDR39U1	chr14	-	24911303	24911466	24909988	24910132	24911551	24911900	-0.326	√	×	×	√	√	×
DDX3X	GPER1	chr7	+	1127833	1127957	1126442	1126880	1131042	1131585	-0.327	×	×	×	√	√	×
HNRNPC	CPNE1	chr20	-	34246851	34246936	34220716	34220845	34252723	34252759	-0.327	√	×	√	√	×	√
IGF2BP1	CLN8	chr8	+	1706414	1706472	1703953	1704248	1707462	1707677	-0.327	×	×	×	×	×	×
NOL12	SMARCA1	chrX	-	128626891	128627052	128625917	128626070	128630726	128630826	-0.327	×	×	×	×	×	×
PRPF8	SHF	chr15	-	45464080	45464276	45460031	45460331	45467416	45467524	-0.327	√	×	√	√	×	√
RBFOX2	CTTN	chr11	+	70267575	70267642	70266328	70266616	70269045	70269101	-0.327	√	×	×	√	√	×
SMNDC1	PILRB	chr7	+	99951593	99951635	99950995	99951106	99952765	99955638	-0.327	×	×	×	√	×	√
U2AF1	PARP12	chr7	-	139737514	139737656	139734034	139734131	139754461	139754563	-0.327	√	√	×	√	√	×
EIF4G2	ZNF266	chr19	-	9529437	9529560	9529180	9529307	9529726	9529843	-0.328	×	×	√	×	×	×
EIF4G2	POMT2	chr14	-	77745879	77745965	77745155	77745212	77746165	77746275	-0.328	×	×	×	×	×	×
GRWD1	AFMID	chr17	+	76200736	76200822	76198783	76198832	76200908	76200981	-0.328	√	×	√	√	√	√
HNRNPK	MYO18A	chr17	-	27423778	27423933	27421953	27422077	27424240	27424368	-0.328	√	×	√	√	×	×
IGF2BP2	PRKRIP1	chr7	+	102036423	102036984	102016658	102016769	102039994	102040095	-0.328	×	×	×	×	×	×
LARP7	MMACHC	chr1	+	45973027	45973222	45965724	45966085	45973883	45974036	-0.328	√	×	×	×	×	×
LSM11	RPAIN	chr17	+	5329290	5329619	5326088	5326149	5335861	5336196	-0.328	×	√	×	×	×	×
NOL12	CERS4	chr19	+	8275566	8275746	8274186	8274378	8315959	8316133	-0.328	×	×	×	×	×	×
U2AF1	HGD	chr3	-	120363165	120363290	120360435	120360540	120365819	120365899	-0.328	×	×	×	√	√	√
U2AF1	SDR39U1	chr14	-	24911314	24911466	24909988	24910132	24911551	24911581	-0.328	√	×	×	√	√	×
IGF2BP2	ATP13A1	chr19	-	19773155	19773242	19770706	19770796	19774079	19774502	-0.329	×	×	×	×	×	×
RBM22	MFSD2B	chr2	+	24276973	24277062	24276771	24276819	24283683	24283796	-0.329	√	×	×	√	×	√
U2AF1	C9orf3	chr9	+	97844856	97845001	97842975	97843062	97848963	97849334	-0.329	×	×	×	√	√	√
U2AF1	MAP7D2	chrX	-	20068941	20069064	20062481	20062642	20070995	20071106	-0.329	×	√	×	×	√	√
U2AF2	N4BP2L2	chr13	-	33096318	33096407	33092011	33092140	33101544	33101669	-0.329	×	×	×	√	√	√
U2AF2	BPIFB2	chr20	+	31606867	31606921	31606442	31606628	31607385	31607556	-0.329	×	×	×	√	×	√
XPO5	ELMOD3	chr2	+	85590219	85590289	85589308	85589383	85595808	85595877	-0.329	×	√	×	√	×	×
BCCIP	PEG3	chr19	-	57344657	57344788	57337755	57337831	57347385	57347472	-0.33	×	√	×	√	√	×
EFTUD2	CPNE1	chr20	-	34220084	34220170	34219866	34219947	34220232	34220307	-0.33	×	×	×	×	√	√
IGF2BP2	PUS1	chr12	+	132423717	132423820	132416719	132416857	132428083	132428406	-0.33	×	√	×	×	×	×
IGF2BP2	SMUG1	chr12	-	54581602	54581689	54577439	54577743	54582734	54582758	-0.33	×	×	×	×	×	×
NKRF	KHNYN	chr14	+	24899688	24899829	24899140	24899197	24899919	24900137	-0.33	√	√	√	√	×	×
SRSF1	FXYD6-FXYD2	chr11	-	117693120	117693322	117691573	117691610	117693393	117693432	-0.33	√	√	×	√	√	×
SRSF1	RPS12	chr6	+	133136156	133136363	133135850	133135921	133137599	133137702	-0.33	√	√	×	×	√	√
AGGF1	GS1-124K5.12	chr7	-	66041741	66041916	66038371	66038537	66057243	66057373	-0.331	√	√	×	×	√	×
CSTF2T	TTLL3	chr3	+	9860543	9860604	9859328	9859443	9862229	9862331	-0.331	×	×	×	√	×	√
EIF4G2	ZKSCAN3	chr6	+	28327301	28327441	28317690	28317844	28329100	28329248	-0.331	×	×	×	×	×	×
IGF2BP2	SDCCAG3	chr9	-	139303450	139303519	139302277	139302390	139304779	139305045	-0.331	×	×	×	×	×	×
LARP4	GCKR	chr2	+	27729654	27729752	27729347	27729446	27730101	27730178	-0.331	×	×	√	×	×	×
RBFOX2	ARHGEF10L	chr1	+	17961042	17961057	17958815	17958961	17961329	17961511	-0.331	×	×	×	×	×	√
SF3B4	PTPRS	chr19	-	5218797	5218809	5218430	5218543	5219320	5219478	-0.331	×	×	×	√	×	√
SUB1	NDRG2	chr14	-	21492144	21492255	21491399	21491480	21493187	21493231	-0.331	×	×	×	×	×	×
U2AF1	SEC31A	chr4	-	83763292	83763494	83750152	83750211	83765538	83765662	-0.331	√	×	×	√	√	√
U2AF1	NME2	chr17	+	49239088	49239164	49238520	49238633	49244187	49244317	-0.331	√	×	×	×	√	√
U2AF1	NCOA4	chr10	+	51579127	51579282	51565226	51565296	51581269	51581378	-0.331	×	×	×	×	√	√
DDX55	RGL3	chr19	-	11505281	11505459	11505039	11505196	11507919	11508034	-0.332	√	×	×	×	×	×
DDX55	RGL3	chr19	-	11505281	11505354	11505039	11505196	11507919	11508034	-0.332	√	×	×	×	×	×
IGF2BP2	PAQR3	chr4	-	79856274	79856437	79851323	79851479	79860193	79860592	-0.332	×	×	×	×	×	×
IGF2BP2	ZNF567	chr19	+	37185703	37185778	37180302	37180399	37203287	37203634	-0.332	×	×	×	×	×	×
LARP7	MAP4K4	chr2	+	102477286	102477448	102476104	102476326	102480282	102480513	-0.332	×	×	×	×	×	×
SRSF7	RBCK1	chr20	+	401514	401675	400201	400375	402770	402882	-0.332	×	√	×	√	√	√
U2AF1	TSR1	chr17	-	2239330	2239434	2238804	2239024	2239624	2239751	-0.332	×	×	√	√	×	√
U2AF2	MDM4	chr1	+	204506557	204506625	204501318	204501374	204507336	204507436	-0.332	√	×	√	×	√	√
UCHL5	ESPN	chr1	+	6508952	6509151	6508700	6508862	6511662	6511808	-0.332	×	×	×	√	×	√
CSTF2	PRODH2	chr19	-	36293092	36293178	36290891	36291124	36293869	36293980	-0.333	×	√	√	√	√	×
DDX55	PLCXD1	chrX	+	198148	198351	192988	193061	200833	200981	-0.333	×	×	√	×	×	×
DDX55	AIG1	chr6	+	143457971	143458096	143382037	143382203	143486218	143486320	-0.333	×	×	×	×	×	×
EFTUD2	ENOSF1	chr18	-	691067	691304	690566	690631	693881	693908	-0.333	×	×	×	×	√	√
EIF4G2	RRAGB	chrX	+	55781500	55781639	55779824	55779947	55782273	55782365	-0.333	×	×	×	×	×	×
IGF2BP2	SUV39H2	chr10	+	14923498	14923644	14920846	14920959	14938844	14938976	-0.333	×	×	×	×	×	×
IGF2BP2	HSD17B1	chr17	+	40705846	40705905	40705456	40705636	40706422	40706600	-0.333	×	×	×	×	×	×
LARP4	PDXDC2P	chr16	-	70010713	70011906	70010199	70010635	70011979	70012015	-0.333	×	√	×	×	×	×
PRPF8	RPAIN	chr17	+	5329456	5329619	5326088	5326149	5335861	5336196	-0.333	×	√	√	√	√	√
RBFOX2	OSBPL3	chr7	-	24888687	24888795	24881897	24882032	24892122	24892253	-0.333	×	×	×	×	×	√
SUB1	HOXD1	chr2	+	177054276	177054409	177053306	177054181	177054535	177055688	-0.333	×	×	×	×	×	×
U2AF1	PABPC1L	chr20	+	43567314	43567389	43566701	43566832	43567766	43567958	-0.333	√	×	×	×	√	√
LARP7	OGT	chrX	+	70764399	70764485	70757678	70757922	70767756	70767873	-0.334	×	×	×	×	×	×
LSM11	CCDC82	chr11	-	96121858	96121993	96120693	96120777	96123007	96123076	-0.334	×	×	×	×	×	×
U2AF2	RTKN	chr2	-	74654632	74654719	74654295	74654400	74655394	74655523	-0.334	√	×	×	√	√	√
DDX55	FBXO44	chr1	+	11715384	11715756	11714913	11715009	11715862	11716157	-0.335	×	√	×	×	×	×
DDX55	SUCO	chr1	+	172522399	172522510	172520651	172520766	172525008	172525163	-0.335	×	×	×	×	×	×
EIF4G2	ANKRD26	chr10	-	27350097	27350171	27349440	27349469	27352916	27353010	-0.335	×	×	√	×	×	×
LARP7	ZSCAN25	chr7	+	99215757	99215832	99214588	99214639	99216147	99216274	-0.335	×	×	×	×	×	×
U2AF1	CARM1	chr19	+	11032050	11032119	11031725	11031803	11032290	11033448	-0.335	×	×	√	√	√	×
AGGF1	EIF3H	chr8	-	117668094	117668244	117658709	117658842	117767904	117768060	-0.336	×	√	√	×	√	×
DDX55	PNPLA2	chr11	+	819573	819905	818901	818958	821627	821860	-0.336	×	×	×	×	×	×
DDX59	INO80E	chr16	+	30012734	30012851	30012249	30012361	30016541	30017114	-0.336	√	√	×	√	√	×
HNRNPM	PRPF4B	chr6	+	4061248	4061381	4060646	4060920	4061888	4062533	-0.336	×	√	√	×	√	×
IGF2BP1	MAPK8	chr10	+	49533939	49534008	49514697	49514864	49609654	49609825	-0.336	×	×	×	×	×	×
LARP7	ATOX1	chr5	-	151133375	151133455	151125839	151126010	151138106	151138210	-0.336	×	×	×	×	×	×
U2AF2	CTNND1	chr11	+	57556508	57556627	57529268	57529518	57558856	57559145	-0.336	√	√	×	×	√	√
EFTUD2	ZZZ3	chr1	-	78107068	78107131	78105133	78105287	78107206	78107340	-0.337	×	×	√	×	√	√
EFTUD2	EXO1	chr1	+	242012410	242012518	242012252	242012329	242013710	242013888	-0.337	×	×	×	√	×	√
IGF2BP1	ZNF846	chr19	-	9870535	9870618	9868150	9869440	9872757	9872844	-0.337	√	×	√	×	×	×
SF3A3	RBM39	chr20	-	34328405	34328519	34326889	34326939	34328745	34328809	-0.337	×	×	×	√	√	√
U2AF1	PHKB	chr16	+	47497809	47497904	47495033	47495337	47531309	47531399	-0.337	×	×	√	×	√	√
U2AF1	ARHGEF7	chr13	+	111932618	111932787	111929933	111930020	111932884	111933024	-0.337	×	×	×	×	√	√
PRPF8	SHF	chr15	-	45464080	45464200	45459910	45460331	45467416	45467623	-0.338	√	×	√	√	×	√
PTBP1	EPN1	chr19	+	56188411	56188584	56186610	56186801	56189892	56190062	-0.338	√	×	×	√	×	×
SRSF1	ABCD4	chr14	-	74759856	74760013	74759450	74759572	74761850	74761901	-0.338	×	×	×	×	√	√
TARDBP	RFC1	chr4	-	39308211	39308321	39306433	39306548	39313064	39313169	-0.338	×	×	√	×	×	√
TARDBP	RFC1	chr4	-	39308211	39308324	39306433	39306548	39313064	39313169	-0.338	×	×	√	×	×	√
U2AF1	HSPD1	chr2	-	198359386	198359569	198358871	198358974	198360017	198360100	-0.338	×	√	×	×	√	√
U2AF1	PPP6R2	chr22	+	50857295	50857418	50854520	50854586	50857777	50857891	-0.338	×	×	×	×	√	√
U2AF2	SRRM2	chr16	+	2808956	2809048	2808470	2808548	2809140	2809173	-0.338	×	×	×	×	√	√
UCHL5	MIR4435-1HG	chr2	-	111991204	111991316	111965352	111966238	112101637	112101814	-0.338	√	√	×	×	√	√
AGGF1	CENPK	chr5	-	64850623	64850725	64848319	64848376	64857323	64857391	-0.339	×	√	√	×	√	×
EIF4G2	AC009784.3	chr7	+	135926897	135927119	135777672	135777784	136013729	136013845	-0.339	√	×	×	×	×	×
HNRNPU	MAN2C1	chr15	-	75655550	75655604	75654982	75655089	75656339	75656542	-0.339	√	×	√	√	×	√
HNRNPU	C12orf23	chr12	+	107350859	107350927	107349644	107349843	107360888	107360958	-0.339	√	×	√	√	×	×
LARP4	AGAP3	chr7	+	150817606	150817832	150817073	150817232	150819811	150819965	-0.339	×	√	×	×	×	×
LARP4	AXIN1	chr16	-	396865	397106	364542	364683	402368	402659	-0.339	×	√	×	×	×	×
SRSF1	PARP4	chr13	-	25009479	25009612	25008532	25008719	25015983	25016106	-0.339	×	×	√	×	√	√
TBRG4	SREBF1	chr17	-	17720861	17720905	17720569	17720771	17721009	17721230	-0.339	×	×	×	×	×	√
U2AF2	IP6K2	chr3	-	48732134	48732257	48731607	48731673	48732522	48732851	-0.339	×	×	×	√	√	√
U2AF2	PRPF39	chr14	+	45565798	45565961	45565400	45565431	45566089	45566208	-0.339	×	×	√	√	×	√
U2AF2	TIA1	chr2	-	70456190	70456223	70454866	70454954	70456395	70456450	-0.339	×	×	√	×	√	√
U2AF2	CHRD	chr3	+	184098863	184098918	184098479	184098583	184099022	184099152	-0.339	×	×	×	×	√	√
LARP4	WDR73	chr15	-	85189203	85189316	85188699	85189067	85189414	85189579	-0.34	×	×	×	×	×	×
QKI	NF1	chr17	+	29579955	29580018	29576001	29576137	29585361	29585520	-0.34	×	×	√	×	×	√
SF3A3	RBM39	chr20	-	34328446	34328519	34326889	34326939	34328745	34328809	-0.34	×	×	×	√	×	√
SRSF1	CDCA7	chr2	+	174228727	174228889	174228545	174228623	174229522	174229601	-0.34	×	√	×	√	√	×
U2AF1	ASGR1	chr17	-	7080528	7080645	7080299	7080395	7081812	7081895	-0.34	√	×	√	√	√	√
QKI	UAP1	chr1	+	162562524	162562572	162560112	162560301	162567581	162567648	-0.341	×	×	√	×	×	√
RBM15	SCARB1	chr12	-	125267228	125267357	125263044	125263132	125270902	125271049	-0.341	×	×	×	×	√	√
SF3A3	DHRS2	chr14	+	24108387	24108565	24105581	24105981	24112360	24112428	-0.341	×	×	×	√	√	×
U2AF1	NCOA4	chr10	+	51579127	51579197	51565226	51565296	51580555	51580696	-0.341	×	×	×	×	√	√
EIF4G2	NCAPG2	chr7	-	158444984	158445101	158439151	158439255	158447286	158447386	-0.342	√	×	×	×	×	×
IGF2BP1	MLLT10	chr10	+	21977419	21977467	21971153	21971186	22002700	22002879	-0.342	×	×	×	×	×	×
NOL12	MPHOSPH9	chr12	-	123712009	123712163	123707584	123707674	123714807	123715069	-0.342	×	×	×	×	×	×
SF3A3	RPL17	chr18	-	47017721	47017802	47017162	47017297	47017901	47017954	-0.342	√	×	×	√	×	√
U2AF1	HNRNPC	chr14	-	21731469	21731741	21702189	21702388	21737456	21737584	-0.342	×	×	√	√	√	√
U2AF1	AHI1	chr6	-	135816951	135817036	135813365	135813429	135818325	135818386	-0.342	×	×	√	√	√	×
EIF4G2	SREBF1	chr17	-	17720861	17720905	17720271	17720450	17721009	17721230	-0.343	×	×	×	×	×	×
IGF2BP2	CNPY3	chr6	+	42903149	42903211	42896981	42897459	42903311	42903408	-0.343	×	×	×	×	×	×
NOL12	BAZ2B	chr2	-	160310123	160310312	160304752	160304920	160335085	160335232	-0.343	×	×	×	×	×	×
SRSF1	EIF5	chr14	+	103800725	103800934	103800525	103800597	103801989	103802269	-0.343	×	×	×	×	√	√
U2AF1	DNMT3A	chr2	-	25472525	25472593	25470905	25471121	25475062	25475180	-0.343	√	×	×	×	√	√
IGF2BP2	PPP3CB	chr10	-	75199629	75199659	75197955	75198178	75204482	75204580	-0.344	×	×	×	×	×	×
SRSF7	LINC00894	chrX	+	149116295	149116393	149114075	149115565	149116523	149116612	-0.344	×	×	×	×	√	√
U2AF1	MDM4	chr1	+	204506557	204506625	204501318	204501374	204507336	204507436	-0.344	√	×	√	×	√	√
U2AF2	COX20	chr1	+	245005245	245005360	244998960	244999058	245005496	245005560	-0.344	√	×	√	√	×	√
DDX55	CCNJL	chr5	-	159681135	159681342	159678659	159680805	159682555	159682715	-0.345	×	×	×	×	×	×
DDX55	SCMH1	chr1	-	41618270	41618413	41617285	41617356	41626546	41626570	-0.345	×	×	×	×	×	×
HNRNPU	PHF19	chr9	-	123638158	123638280	123636833	123637034	123639258	123639304	-0.345	×	×	√	√	√	√
HNRNPU	HGD	chr3	-	120363165	120363290	120360435	120360540	120365819	120365899	-0.345	×	×	√	×	√	√
NOL12	C9orf156	chr9	-	100678445	100678620	100675689	100675840	100684699	100684769	-0.345	×	×	×	×	×	×
PRPF8	ZNF384	chr12	-	6787828	6787985	6787597	6787626	6788111	6788349	-0.345	×	×	×	√	×	√
SRSF1	SSUH2	chr3	-	8676985	8677090	8675351	8675481	8677444	8677543	-0.345	×	√	×	×	√	√
TARDBP	DDX5	chr17	-	62496792	62496891	62495733	62496444	62498127	62498187	-0.345	×	×	×	×	√	√
DDX6	FAM122B	chrX	-	133923609	133923666	133923252	133923296	133927844	133927923	-0.346	×	√	×	×	×	×
SF3B4	INSIG2	chr2	+	118864248	118864479	118860772	118860857	118864665	118864718	-0.346	×	√	√	×	√	√
SF3B4	PTBP1	chr19	+	805512	805569	805012	805187	806407	806556	-0.346	√	×	×	√	×	√
SUPV3L1	RP11-782C8.2	chr1	-	143195679	143195893	143194121	143194342	143196521	143196803	-0.346	×	×	√	×	×	×
EIF4G2	NCAPG2	chr7	-	158444984	158445127	158439151	158439255	158447286	158447386	-0.347	√	×	×	×	×	×
HNRNPU	CP	chr3	-	148903090	148903191	148901252	148901392	148904306	148904519	-0.347	√	×	×	√	√	×
SF3B4	INSIG2	chr2	+	118864312	118864479	118860772	118860857	118864665	118864765	-0.347	×	√	√	√	×	√
SRSF1	PRKAB2	chr1	-	146639345	146639512	146638424	146638518	146643567	146643746	-0.347	×	×	×	×	√	√
SRSF1	HNRNPD	chr4	-	83277689	83277836	83276456	83276554	83277948	83278048	-0.347	×	×	√	√	√	×
AGGF1	KLHL24	chr3	+	183354008	183354099	183353410	183353581	183368083	183368363	-0.348	×	×	×	√	√	×
